page_number,chunk_id,chunk_text
20,page_20_chunk_5,"GDP in current dollars.

Figure 2-1

16,000

Nominal and real U.S. 
GDP, 1960–2010

14,000

From 1960 to 2010, nominal 
GDP increased by a factor of 
28. Real GDP increased by a 
factor of about 5.

12,000

10,000

Billions of dollars

Source: Series GDPCA,GDPA: Fed-
eral Reserve Economic Data (FRED) 
http://research.stlouisfed.org/fred2/

Real GDP
(billions of 2005 dollars)

8,000

6,000

4,000

Nominal GDP

2,000

0

1960
1965
1970
1975
1980
1985
1990
1995
2000
2005
2010

Chapter 2 
A Tour of the Book 
23"
21,page_21_chunk_1,"■ 
Real GDP is also called GDP in terms of goods, GDP in constant dollars, GDP 
 adjusted for inflation, or GDP in (chained) 2005 dollars or GDP in 2005 
 dollars—if the year in which real GDP is set equal to nominal GDP is 2005, as is the 
case in the United States at this time.

In the chapters that follow, unless we indicate otherwise,

■ 
GDP will refer to real GDP and Yt will denote real GDP in year t.
■ 
Nominal GDP, and variables measured in current dollars, will be denoted by a dol-
lar sign in front of them—for example, $Yt for nominal GDP in year t.

GDP: Level versus Growth Rate

We have focused so far on the level of real GDP. This is an important number that gives 
the economic size of a country. A country with twice the GDP of another country is 
economically twice as big as"
21,page_21_chunk_2,"is an important number that gives 
the economic size of a country. A country with twice the GDP of another country is 
economically twice as big as the other country. Equally important is the level of real 
GDP per person, the ratio of real GDP to the population of the country. It gives us the 
average standard of living of the country.
In assessing the performance of the economy from year to year, economists focus, 
however, on the rate of growth of real GDP, often called just GDP growth. Periods of positive 
GDP growth are called expansions. Periods of negative GDP growth are called recessions.
The evolution of GDP growth in the United States since 1960 is given in Figure 2-2. 
GDP growth in year t is constructed as 1Yt - Yt-12 >Yt-1 and expressed as a percent. 
The figure shows how the"
21,page_21_chunk_3,"since 1960 is given in Figure 2-2. 
GDP growth in year t is constructed as 1Yt - Yt-12 >Yt-1 and expressed as a percent. 
The figure shows how the U.S. economy has gone through a series of expansions, inter-
rupted by short recessions. Again, you can see the effects of the crisis: zero growth in 
2008, and a large negative growth rate in 2009.
The figure raises a small puzzle. According to the graph, growth was positive in 
2001. But you may have heard people refer to the “recession of 2001.” Why do they do 
so? Because they look at GDP growth quarter by quarter, rather than year by year. There

Warning: One must be care-
ful about how one does the 
comparison: Recall the dis-
cussion in Chapter 1 about 
the standard of living in China. 
This is  discussed further in 
Chapter 10.



It"
21,page_21_chunk_4,"does the 
comparison: Recall the dis-
cussion in Chapter 1 about 
the standard of living in China. 
This is  discussed further in 
Chapter 10.



It is actually the subject of one 
of the boxes in Chapter 5.



Figure 2-2

8

Growth rate of U.S. GDP, 
1960–2010

6

Since 1960, the U.S. economy 
has gone through a series of 
expansions, interrupted by 
short recessions. The most 
recent recession was the most 
severe recession in the period 
from 1960 to 2010.

4

Percent

2

Source: Calculated using series 
GDPCA in Figure 2-1

0

–2

–4

1960
1965
1970
1975
1980
1985
1990
1995
2000
2005
2010

24 
Introduction 
The Core"
22,page_22_chunk_1,"Real GDP, Technological Progress, and  
the Price of Computers

FOCUS

new computers this year have a speed of 3 GHz compared 
to a speed of 2 GHz for new computers last year. And sup-
pose the dollar price of new computers this year is the 
same as the dollar price of new computers last year. Then 
economists in charge of computing the adjusted price of 
computers will conclude that new computers are in fact 
10% cheaper than last year.
This approach, which treats goods as providing a col-
lection of characteristics—for computers, speed, mem-
ory, and so on—each with an implicit price, is called 
hedonic pricing (“hedone” means “pleasure” in Greek). 
It is used by the Department of Commerce—which con-
structs real GDP—to estimate changes in the price of 
complex and fast changing goods,"
22,page_22_chunk_2,"Greek). 
It is used by the Department of Commerce—which con-
structs real GDP—to estimate changes in the price of 
complex and fast changing goods, such as automobiles 
and computers. Using this approach, the Department of 
Commerce estimates that, for a given price, the quality of 
new computers has increased on average by 18% a year 
since 1981. Put another way, a typical personal computer 
in 2010 delivers 1.1829  121 times the computing serv-
ices a typical personal computer delivered in 1981.
Not only do computers deliver more services, they have 
become cheaper as well: Their dollar price has declined by 
about 10% a year since 1981. Putting this together with the 
information in the previous paragraph, this implies that 
their quality–adjusted price has fallen at an average rate"
22,page_22_chunk_3,"Putting this together with the 
information in the previous paragraph, this implies that 
their quality–adjusted price has fallen at an average rate 
of 18%  10%  28% per year. Put another way, a dol-
lar spent on a computer today buys 1.2829  1,285 times 
more computing services than a dollar spent on a computer 
in 1981.

A tough problem in computing real GDP is how to deal with 
changes in quality of existing goods. One of the most dif-
ficult cases is computers. It would clearly be absurd to as-
sume that a personal computer in 2010 is the same good as 
a personal computer produced in 1981 (the year in which 
the IBM PC was introduced): The same amount of money 
can clearly buy much more computing in 2010 than it could 
in 1981. But how much more? Does a 2010 computer pro-
vide 10"
22,page_22_chunk_4,"The same amount of money 
can clearly buy much more computing in 2010 than it could 
in 1981. But how much more? Does a 2010 computer pro-
vide 10 times, 100 times, or 1,000 times the computing serv-
ices of a 1981 computer? How should we take into account 
the improvements in internal speed, the size of the random 
access memory (RAM) or of the hard disk, the fact that com-
puters can access the Internet, and so on?
The approach used by economists to adjust for these 
improvements is to look at the market for computers and 
how it values computers with different characteristics in 
a given year. Example: Suppose the evidence from prices 
of different models on the market shows that people are 
willing to pay 10% more for a computer with a speed of 3 
GHz (3,000 megahertz) rather than 2"
22,page_22_chunk_5,"different models on the market shows that people are 
willing to pay 10% more for a computer with a speed of 3 
GHz (3,000 megahertz) rather than 2 GHz. (The first edi-
tion of this book, published in 1996, compared two com-
puters, with speeds of 50 and 16 megaherz, respectively. 
This change is a good indication of technological progress. 
A further indication of technological progress is that, for 
the past few years, progress has not been made by increas-
ing the speed of processors, but rather by using multicore 
processors. We shall leave this aspect aside here, but peo-
ple in charge of national income accounts cannot; they 
have to take this change into account as well.) Suppose

is no official definition of what constitutes a recession, but the convention is to refer to 
a"
22,page_22_chunk_6,"to take this change into account as well.) Suppose

is no official definition of what constitutes a recession, but the convention is to refer to 
a “recession” if the economy goes through at least two consecutive quarters of negative 
growth. Although GDP growth was positive for 2001 as a whole, it was negative during 
each of the first three quarters of 2001; thus 2001 qualifies as a (mild) recession.

2-2 The Unemployment Rate

Because it is a measure of aggregate activity, GDP is obviously the most important 
macroeconomic variable. But two other variables, unemployment and inflation, tell us 
about other important aspects of how an economy is performing. This section focuses 
on the unemployment rate.
We start with two definitions: Employment is the number of people who have a 
job."
22,page_22_chunk_7,"is performing. This section focuses 
on the unemployment rate.
We start with two definitions: Employment is the number of people who have a 
job. Unemployment is the number of people who do not have a job but are looking for 
one. The labor force is the sum of employment and unemployment:

L          =             N       +            U
 labor force = employment + unemployment

Chapter 2 
A Tour of the Book 
25"
23,page_23_chunk_1,"Non Sequitur © 2006 Wiley Ink, Inc. Distributed by 
Universal Uclick. Reprinted with permission. All rights 
reserved.

The unemployment rate is the ratio of the number of people who are unemployed 
to the number of people in the labor force:

u = U

L
 unemployment rate = unemployment>labor force

Constructing the unemployment rate is less obvious than you might have thought. 
The cartoon above not withstanding, determining whether somebody is employed 
is straightforward. Determining whether somebody is unemployed is harder.  Recall 
from the definition that, to be classified as unemployed, a person must meet two 
 conditions: that he or she does not have a job, and he or she is looking for one; this 
second condition is harder to assess.
Until the 1940s in the United States, and until"
23,page_23_chunk_2,"does not have a job, and he or she is looking for one; this 
second condition is harder to assess.
Until the 1940s in the United States, and until more recently in most other 
countries, the only available source of data on unemployment was the number of 
people registered at unemployment offices, and so only those workers who were 
registered in unemployment offices were counted as unemployed. This system 
led to a poor measure of unemployment. How many of those looking for jobs ac-
tually registered at the unemployment office varied both across countries and 
across time. Those who had no incentive to register—for example, those who had 
 exhausted their unemployment benefits—were unlikely to take the time to come to 
the unemployment office, so they were not counted. Countries with"
23,page_23_chunk_3,"exhausted their unemployment benefits—were unlikely to take the time to come to 
the unemployment office, so they were not counted. Countries with less generous 
benefit systems were likely to have fewer unemployed registering, and therefore 
smaller measured unemployment rates.
Today, most rich countries rely on large surveys of households to compute the 
unemployment rate. In the United States, this survey is called the Current Population 
Survey (CPS). It relies on interviews of 50,000 households every month. The survey 
classifies a person as employed if he or she has a job at the time of the interview; it clas-
sifies a person as unemployed if he or she does not have a job and has been looking for 
a job in the last four weeks. Most other countries use a similar definition of"
23,page_23_chunk_4,"unemployed if he or she does not have a job and has been looking for 
a job in the last four weeks. Most other countries use a similar definition of unemploy-
ment. In the United States, estimates based on the CPS show that, during 2010, an aver-
age of 139.0 million people were employed, and 14.8 million people were unemployed, 
so the unemployment rate was 14.8>1139.0 + 14.82 = 9.6%.
Note that only those looking  for a job are counted as unemployed; those who do 
not have a job and are not looking for one are counted as not in the labor force. When 
unemployment is high, some of the unemployed give up looking for a job and therefore 
are no longer counted as unemployed. These people are known as discouraged workers. 
Take an extreme example: If all workers without a job gave up looking"
23,page_23_chunk_5,"longer counted as unemployed. These people are known as discouraged workers. 
Take an extreme example: If all workers without a job gave up looking for one, the

26 
Introduction 
The Core"
24,page_24_chunk_1,"10

Figure 2-3

U.S. unemployment rate, 
1960–2010

9

Since 1960, the U.S. unemploy-
ment rate has fluctuated between 
3 and 10%, going down during 
expansions, and going up during 
recessions. The effect of the crisis 
is highly visible, with the unem-
ployment rate reaching close to 
10%, the highest such rate since 
the 1980s.

8

7

Percent

6

Source: Series UNRATE: Federal 
 Reserve Economic Data (FRED) http://
research.stlouisfed.org/fred2/

5

4

3

1960
1965
1970
1975
1980
1985
1990
1995
2000
2005
2010

unemployment rate would equal zero. This would make the unemployment rate a very 
poor indicator of what is happening in the labor market. This example is too extreme; in 
practice, when the economy slows down, we typically observe both an increase in un-
employment and an"
24,page_24_chunk_2,"labor market. This example is too extreme; in 
practice, when the economy slows down, we typically observe both an increase in un-
employment and an increase in the number of people who drop out of the labor force. 
Equivalently, a higher unemployment rate is typically associated with a lower participa-
tion rate, defined as the ratio of the labor force to the total population of working age.
Figure 2-3 shows the evolution of unemployment in the United States since 1970. 
Since 1960, the U.S. unemployment rate has fluctuated between 3 and 10%, going up 
during recessions and down during expansions. Again, you can see the effect of the 
crisis, with the unemployment rate reaching a peak at nearly 10% in 2010, the highest 
such rate since the 1980s.

At the start of economic re-
form in"
24,page_24_chunk_3,"with the unemployment rate reaching a peak at nearly 10% in 2010, the highest 
such rate since the 1980s.

At the start of economic re-
form in Eastern Europe in the 
early 1990s, unemployment 
increased dramatically. But 
equally dramatic was the fall 
in the participation rate. In 
Poland in 1990, 70% of the 
decrease in employment was 
reflected in early retirements—
by people dropping out of the 
labor force rather than becom-
ing unemployed.



Why Do Economists Care about Unemployment?

Economists care about unemployment for two reasons. First, they care about 
 unemployment because of its direct effect on the welfare of the unemployed. Although 
unemployment benefits are more generous today than they were during the Great 
 Depression, unemployment is still often associated with"
24,page_24_chunk_4,"Although 
unemployment benefits are more generous today than they were during the Great 
 Depression, unemployment is still often associated with financial and psychologi-
cal suffering. How much suffering depends on the nature of the unemployment. One 
image of unemployment is that of a stagnant pool, of people remaining unemployed 
for long periods of time. In normal times, in the United States, this image is not right: 
Every month, many people become unemployed, and many of the unemployed find 
jobs. When unemployment increases, however, as is the case now, the image becomes 
more accurate. Not only are more people unemployed, but also many of them are un-
employed for a long time. For example, the mean duration of unemployment, which 
was 9 weeks on average during 2000–2007,"
24,page_24_chunk_5,"also many of them are un-
employed for a long time. For example, the mean duration of unemployment, which 
was 9 weeks on average during 2000–2007, increased to 33 weeks in 2010. In short, 
when the unemployment increases, not only does unemployment become both more 
widespread, but it also becomes more painful.

Chapter 2 
A Tour of the Book 
27"
25,page_25_chunk_1,"Did Spain Have a 24% Unemployment  
Rate in 1994?

FOCUS

declaring it to the social security administration—accounted 
for between 10 and 15% of employment. But it was composed 
mostly of people who already had a job and were taking a sec-
ond or even a third job. The best estimate from the survey was 
that only about 15% of the unemployed were in fact working. 
This implied that the unemployment rate, which was officially 
21% at the time, was in fact closer to 18%, still a very high 
number. In short, the Spanish underground economy was sig-
nificant, but it just was not the case that most of the Spanish 
unemployed work in the underground economy.
How did the unemployed survive? Did they survive be-
cause unemployment benefits were unusually generous in 
Spain? No. Except for very"
25,page_25_chunk_2,"economy.
How did the unemployed survive? Did they survive be-
cause unemployment benefits were unusually generous in 
Spain? No. Except for very generous unemployment ben-
efits in two regions, Andalusia and Extremadura—which, 
not surprisingly, had even higher unemployment than the 
rest of the country—unemployment benefits were roughly 
in line with unemployment benefits in other OECD coun-
tries. Benefits were typically 70% of the wage for the first six 
months, and 60% thereafter. They were given for a period of 
4 to 24 months, depending on how long people had worked 
before becoming unemployed. The 30% of the unemployed 
who had been unemployed for more than two years did not 
receive unemployment benefits.
So how did they survive? A key to the answer lies with 
the Spanish family"
25,page_25_chunk_3,"unemployed for more than two years did not 
receive unemployment benefits.
So how did they survive? A key to the answer lies with 
the Spanish family structure. The unemployment rate was 
highest among the young: In 1994, it was close to 50% for 
those between 16 and 19, and around 40% for those be-
tween 20 and 24. The young typically stay at home until 
their late 20s, and have increasingly done so as unemploy-
ment increased. Looking at households rather than at 
individuals, the proportion of households where nobody 
was employed was less than 10% in 1994; the proportion 
of households that received neither wage income nor un-
employment benefits was around 3%. In short, the family 
structure, and transfers from the rest of the family, were the 
factors that allowed many of the"
25,page_25_chunk_4,"benefits was around 3%. In short, the family 
structure, and transfers from the rest of the family, were the 
factors that allowed many of the unemployed to survive.

In 1994, the official unemployment rate in Spain reached 
24%. (It then decreased steadily, reaching a low of 8% in 
2007, only to increase dramatically again since the begin-
ning of the crisis. It now exceeds 20% and is still increasing. 
Thus, many of the issues in this Focus box are becoming 
relevant again.) This was roughly the same unemployment 
rate as in the United States in 1933, the worst year of the 
Great Depression. Yet Spain in 1994 looked nothing like the 
United States in 1933: There were few homeless, and most 
cities looked prosperous. Can we really believe that nearly 
one–fifth of the Spanish labor force"
25,page_25_chunk_5,"States in 1933: There were few homeless, and most 
cities looked prosperous. Can we really believe that nearly 
one–fifth of the Spanish labor force was looking for work?
To answer this question, we must first examine how the 
Spanish unemployment number is put together. Like the 
CPS in the United States, unemployment is measured using 
a large survey of 60,000 households. People are classified as 
unemployed if they indicate that they are not working but 
are seeking work.
Can we be sure that people tell the truth? No.  Although 
there is no obvious incentive to lie—answers to the survey 
are confidential and are not used to determine whether 
people are eligible for unemployment benefits—those 
who are working in the underground economy may prefer 
to play it safe and report that they"
25,page_25_chunk_6,"people are eligible for unemployment benefits—those 
who are working in the underground economy may prefer 
to play it safe and report that they are unemployed instead.
The size of the underground economy—the part of eco-
nomic activity that is not measured in official statistics, either 
because the activity is illegal or because firms and workers 
would rather not report it and thus not pay taxes—is an old 
issue in Spain. And because of that, we actually know more 
about the underground economy in Spain than in many other 
countries: In 1985, the Spanish government tried to find out 
more and organized a detailed survey of 60,000 individuals. 
To try to elicit the truth from those interviewed, the question-
naire asked interviewees for an extremely precise account of 
the use of their"
25,page_25_chunk_7,"To try to elicit the truth from those interviewed, the question-
naire asked interviewees for an extremely precise account of 
the use of their time, making it more difficult to misreport. 
The answers were interesting. The underground economy 
in Spain—defined as the number of people working without

Second, economists also care about the unemployment rate because it provides 
a signal that the economy may not be using some of its resources efficiently. Many 
workers who want to work do not find jobs; the economy is not utilizing its human 
resources efficiently. From this viewpoint, can very low unemployment also be a prob-
lem? The answer is yes. Like an engine running at too high a speed, an economy in 
which unemployment is very low may be overutilizing its resources and run into"
25,page_25_chunk_8,"is yes. Like an engine running at too high a speed, an economy in 
which unemployment is very low may be overutilizing its resources and run into labor 
shortages. How low is “too low”? This is a difficult question, a question we will take up 
at more length later in the book. The question came up in 2000 in the United States. At 
the end of 2000, some economists worried that the unemployment rate, 4% at the time, 
was indeed too low. So, while they did not advocate triggering a recession, they favored 
lower (but positive) output growth for some time, so as to allow the unemployment 
rate to increase to a somewhat higher level. It turned out that they got more than they 
had asked for: a recession rather than a slowdown.

It is probably because of 
statements like this that eco-
nomics"
25,page_25_chunk_9,"that they got more than they 
had asked for: a recession rather than a slowdown.

It is probably because of 
statements like this that eco-
nomics is known as the “dis-
mal science.”



28 
Introduction 
The Core"
26,page_26_chunk_1,"2-3 The Inflation Rate

Deflation is rare, but it hap-
pens. Japan has had defla-
tion, off and on, since the 
late 1990s. The United States 
experienced deflation in 
the 1930s during the Great 
Depression.

Inflation is a sustained rise in the general level of prices—the price level. The infla-
tion rate is the rate at which the price level increases. (Symmetrically,  deflation is 
a sustained decline in the price level. It corresponds to a negative  inflation rate).
The practical issue is how to define the price level so the inflation rate can be 
measured. Macroeconomists typically look at two measures of the price level, at two 
price indexes: the GDP deflator and the Consumer Price Index.



The GDP Deflator

We saw earlier how increases in nominal GDP can come either from an"
26,page_26_chunk_2,"indexes: the GDP deflator and the Consumer Price Index.



The GDP Deflator

We saw earlier how increases in nominal GDP can come either from an increase in real 
GDP, or from an increase in prices. Put another way, if we see nominal GDP increase 
faster than real GDP, the difference must come from an increase in prices.
This remark motivates the definition of the GDP deflator. The GDP deflator in year 
t, Pt, is defined as the ratio of nominal GDP to real GDP in year t:

Index numbers are often set 
equal to 100 (in the base year) 
rather than to 1. If you look at 
the Economic Report of the 
President (see Chapter 1) you 
will see that the GDP deflator, 
reported in Table B-3, is equal 
to 100 for 2005 (the base year), 
103.2 in 2006, and so on.


Pt = Nominal GDPt

Real GDPt
= $Yt"
26,page_26_chunk_3,"GDP deflator, 
reported in Table B-3, is equal 
to 100 for 2005 (the base year), 
103.2 in 2006, and so on.


Pt = Nominal GDPt

Real GDPt
= $Yt

Yt

Note that, in the year in which, by construction, real GDP is equal to nominal GDP 
(2005 at this point in the United States), this definition implies that the price level is 
equal to 1. This is worth emphasizing: The GDP deflator is called an index number. Its 
level is chosen arbitrarily—here it is equal to 1 in 2005—and has no economic interpre-
tation. But its rate of change, 1Pt - Pt-12 >Pt-1 (which we shall denote by pt in the rest 
of the book), has a clear economic interpretation: It gives the rate at which the general 
level of prices increases over time—the rate of inflation.
One advantage to defining the price level as the GDP"
26,page_26_chunk_4,"gives the rate at which the general 
level of prices increases over time—the rate of inflation.
One advantage to defining the price level as the GDP deflator is that it implies a 
simple relation among nominal GDP, real GDP, and the GDP deflator. To see this, reor-
ganize the previous equation to get:

Compute the GDP deflator and 
the associated rate of inflation 
from 2004 to 2005 and from 
2005 to 2006 in our car exam-
ple in Section 2-1, when real 
GDP is constructed using the 
2005 price of cars as the com-
mon price.



$Yt = Pt Yt

Nominal GDP is equal to the GDP deflator times real GDP. Or, putting it in terms of 
rates of change: The rate of growth of nominal GDP is equal to the rate of inflation plus 
the rate of growth of real GDP.

For a refresher, see Appendix 2,"
26,page_26_chunk_5,"change: The rate of growth of nominal GDP is equal to the rate of inflation plus 
the rate of growth of real GDP.

For a refresher, see Appendix 2, 
Proposition 7.


The Consumer Price Index

The GDP deflator gives the average price of output—the final goods produced in the 
economy. But consumers care about the average price of consumption—the goods 
they consume. The two prices need not be the same: The set of goods produced in the 
economy is not the same as the set of goods purchased by consumers, for two reasons:

■ 
Some of the goods in GDP are sold not to consumers but to firms (machine tools, 
for example), to the government, or to foreigners.
■ 
Some of the goods bought by consumers are not produced domestically but are 
imported from abroad.

Do not confuse the CPI with the"
26,page_26_chunk_6,"foreigners.
■ 
Some of the goods bought by consumers are not produced domestically but are 
imported from abroad.

Do not confuse the CPI with the 
PPI, or producer price index, 
which is an index of prices of 
domestically produced goods 
in manufacturing, mining, ag-
riculture, fishing, forestry, and 
electric utility industries.

To measure the average price of consumption, or, equivalently, the cost of  living, 
macroeconomists look at another index, the Consumer Price Index, or CPI. The CPI has 
been in existence in the United States since 1917 and is published monthly (in contrast, 
numbers for GDP and the GDP deflator are only constructed and published quarterly).
The CPI gives the cost in dollars of a specific list of goods and services over 
time. The list, which is based on a"
26,page_26_chunk_7,"and published quarterly).
The CPI gives the cost in dollars of a specific list of goods and services over 
time. The list, which is based on a detailed study of consumer spending, attempts to



Chapter 2 
A Tour of the Book 
29"
27,page_27_chunk_1,"14

Figure 2-4

Inflation rate, using the 
CPI and the GDP deflator, 
1960–2010

12

CPI

Inflation Rate (percent per year)

10

The inflation rates, com-
puted using either the CPI or 
the GDP deflator, are largely 
similar.

8

6

4

Source: Calculated using series 
GDPDEF, CPI-AUSCL Federal Re-
serve Economic Data (FRED) http://
research.stlouisfed.org/fred2/

2

GDP
deflator

0

–2

1960
1965
1970
1975
1980
1985
1990
1995
2000
2005
2010

represent the consumption basket of a typical urban consumer and is updated roughly 
only once every 10 years.
Each month, Bureau of Labor Statistics (BLS) employees visit stores to find out 
what has happened to the price of the goods on the list; prices are collected in 87 cit-
ies, from about 23,000 retail stores, car dealerships, gas stations,"
27,page_27_chunk_2,"happened to the price of the goods on the list; prices are collected in 87 cit-
ies, from about 23,000 retail stores, car dealerships, gas stations, hospitals, and so on. 
These prices are then used to construct the Consumer Price Index.
Like the GDP deflator (the price level associated with aggregate output, GDP), the CPI 
is an index. It is set equal to 100 in the period chosen as the base period and so its level has 
no particular significance. The current base period is 1982 to 1984, so the average for the 
period 1982 to 1984 is equal to 100. In 2010, the CPI was 222.8; thus, it cost more than twice 
as much in dollars to purchase the same consumption basket than in 1982–1984.
You may wonder how the rate of inflation differs depending on whether the GDP 
deflator or the CPI is used"
27,page_27_chunk_3,"same consumption basket than in 1982–1984.
You may wonder how the rate of inflation differs depending on whether the GDP 
deflator or the CPI is used to measure it. The answer is given in Figure 2-4, which plots 
the two inflation rates since 1960 for the United States. The figure yields two conclusions:

Do not ask why such a strange 
base period was chosen. 
 Nobody seems to remember.



■ 
The CPI and the GDP deflator move together most of the time. In most years, the 
two inflation rates differ by less than 1%.
■ 
But there are clear exceptions. In 1979 and 1980, the increase in the CPI was signifi-
cantly larger than the increase in the GDP deflator. The reason is not hard to find. Re-
call that the GDP deflator is the price of goods produced in the United States, whereas 
the CPI"
27,page_27_chunk_4,"GDP deflator. The reason is not hard to find. Re-
call that the GDP deflator is the price of goods produced in the United States, whereas 
the CPI is the price of goods consumed in the United States. That means when the 
price of imported goods increases relative to the price of goods produced in the United 
States, the CPI increases faster than the GDP deflator. This is precisely what happened 
in 1979 and 1980. The price of oil doubled. And although the United States is a pro-
ducer of oil, it produces much less than it consumes: It was and still is a major oil im-
porter. The result was a large increase in the CPI compared to the GDP deflator.

You may wonder why the effect 
of the increases in the price of 
oil since 1999 is much less vis-
ible in the figure. The answer: 
The"
27,page_27_chunk_5,"GDP deflator.

You may wonder why the effect 
of the increases in the price of 
oil since 1999 is much less vis-
ible in the figure. The answer: 
The increases have taken place 
more slowly over time, and 
other factors have worked in 
the opposite direction.



In what follows, we shall typically assume that the two indexes move together so we 
do not need to distinguish between them. we shall simply talk about the price level and 
denote it by Pt, without indicating whether we have the CPI or the GDP deflator in mind.

Why Do Economists Care about Inflation?

If a higher inflation rate meant just a faster but proportional increase in all prices and 
wages—a case called pure inflation—inflation would be only a minor inconvenience, 
as relative prices would be unaffected.

30"
27,page_27_chunk_6,"in all prices and 
wages—a case called pure inflation—inflation would be only a minor inconvenience, 
as relative prices would be unaffected.

30 
Introduction 
The Core"
28,page_28_chunk_1,"Take, for example, the workers’ real wage—the wage measured in terms of goods 
rather than in dollars. In an economy with 10% more inflation, prices would increase 
by 10% more a year. But wages would also increase by 10% more a year, so real wages 
would be unaffected by inflation. Inflation would not be entirely irrelevant; people 
would have to keep track of the increase in prices and wages when making decisions. 
But this would be a small burden, hardly justifying making control of the inflation rate 
one of the major goals of macroeconomic policy.
So why do economists care about inflation? Precisely because there is no such 
thing as pure inflation:

■ 
During periods of inflation, not all prices and wages rise proportionately. Because they 
don’t, inflation affects income"
28,page_28_chunk_2,"as pure inflation:

■ 
During periods of inflation, not all prices and wages rise proportionately. Because they 
don’t, inflation affects income distribution. For example, retirees in many countries re-
ceive payments that do not keep up with the price level, so they lose in relation to other 
groups when inflation is high. This is not the case in the United States, where Social 
Security benefits automatically rise with the CPI, protecting retirees from inflation. But 
during the very high inflation that took place in Russia in the 1990s, retirement pen-
sions did not keep up with inflation, and many retirees were pushed to near starvation.
■ 
Inflation leads to other distortions. Variations in relative prices also lead to more 
uncertainty, making it harder for firms to make decisions"
28,page_28_chunk_3,"■ 
Inflation leads to other distortions. Variations in relative prices also lead to more 
uncertainty, making it harder for firms to make decisions about the future, such 
as investment decisions. Some prices, which are fixed by law or by regulation, lag 
behind the others, leading to changes in relative prices. Taxation interacts with 
inflation to create more distortions. If tax brackets are not adjusted for inflation, 
for example, people move into higher and higher tax brackets as their nominal in-
come increases, even if their real income remains the same.

This is known as bracket creep. 
In the United States, the tax 
brackets are adjusted automat-
ically for inflation: If inflation is 
5%, all tax brackets also go up 
by 5%—in other words, there is 
no bracket creep.


If"
28,page_28_chunk_4,"are adjusted automat-
ically for inflation: If inflation is 
5%, all tax brackets also go up 
by 5%—in other words, there is 
no bracket creep.


If inflation is so bad, does this imply that deflation (negative inflation) is good?
The answer is no. First, high deflation (a large negative rate of inflation) would create 
many of the same problems as high inflation, from distortions to increased uncertainty. Sec-
ond, as we shall see later in the book, even a low rate of deflation limits the ability of monetary 
policy to affect output. So what is the “best” rate of inflation? Most macroeconomists believe 
that the best rate of inflation is a low and stable rate of inflation, somewhere between 1 and 
4%. We shall look at the pros and cons of different rates of inflation later in the book."
28,page_28_chunk_5,"low and stable rate of inflation, somewhere between 1 and 
4%. We shall look at the pros and cons of different rates of inflation later in the book.

Newspapers sometimes con-
fuse deflation and recession. 
They may happen together but 
they are not the same. Deflation 
is a decrease in the price level. 
A recession is a decrease in 
real output.



2-4 Output, Unemployment, and the Inflation 
Rate: Okun’s Law and the Phillips Curve

We have looked separately at the three main dimensions of aggregate economic activ-
ity: output growth, the unemployment rate, and the inflation rate. Clearly they are not 
independent, and much of this book will be spent looking at the relations among them 
in detail. But it is useful to have a first look now.

Okun’s Law

Intuition suggests that if output"
28,page_28_chunk_6,"be spent looking at the relations among them 
in detail. But it is useful to have a first look now.

Okun’s Law

Intuition suggests that if output growth is high, unemployment will decrease, and this is 
indeed true. This relation was first examined by American economist Arthur Okun and 
for this reason has become known as Okun’s law. Figure 2-5 plots the change in the un-
employment rate on the vertical axis against the rate of growth of output on the horizon-
tal axis for the United States since 1960. It also draws the line that best fits the cloud of 
points in the figure. Looking at the figure and the line suggests two conclusions:



Arthur Okun was an adviser 
to President Kennedy in 
the 1960s. Okun’s law is, of 
course, not a law, but an em-
pirical regularity.

■ 
The line is"
28,page_28_chunk_7,"Arthur Okun was an adviser 
to President Kennedy in 
the 1960s. Okun’s law is, of 
course, not a law, but an em-
pirical regularity.

■ 
The line is downward sloping and fits the cloud of points quite well. Put in eco-
nomic terms: There is a tight relation between the two variables: Higher output

Chapter 2 
A Tour of the Book 
31"
29,page_29_chunk_1,"4

Figure 2-5

Changes in the 
unemployment rate versus 
output growth in the 
United States, 1960–2010

3

Change in the unemployment rate
(percentage points)

2

Output growth that is higher 
than usual is associated with 
a reduction in the unemploy-
ment rate; output growth that 
is lower than usual is associ-
ated with an increase in the 
unemployment rate.

1

0

–1

–2

Source: See Figures 2-2 and 2-3.

–3

–4
–2
0
2
4
6
8

Output growth (percent)



Such a graph, plotting one 
variable against another, is 
called a scatterplot. The line 
is called a regression line. For 
more on regressions, see Ap-
pendix 3.

growth leads to a decrease in unemployment. The slope of the line is -0.4. This 
implies that, on average, an increase in the growth rate of 1% decreases the unem-
ployment"
29,page_29_chunk_2,"in unemployment. The slope of the line is -0.4. This 
implies that, on average, an increase in the growth rate of 1% decreases the unem-
ployment rate by roughly -0.4%. This is why unemployment goes up in recessions 
and down in expansions. This relation has a simple but important implication: The 
key to decreasing unemployment is a high enough rate of growth.
■ 
This vertical line crosses the horizontal axis at the point where output growth is 
roughly equal to 3%. In economic terms: It takes a growth rate of about 3% to keep 
unemployment constant. This is for two reasons. The first is that population, and 
thus the labor force, increases over time, so employment must grow over time just to 
keep the unemployment rate constant. The second is that output per worker is also 
increasing"
